	TrackID: 	01
	ArbritaryUnit	Time	Deformation	Intensity	IntensitySec	Distance-Deformation
	326	1	0.003	146.214	146.214	454.327
	326	2	0.004	176.616	176.616	478.239
	327	1	0.004	148.126	148.126	455.684
	327	2	0.004	176.34	176.34	478.212
	328	1	0.004	147.623	147.623	455.585
	328	2	0.004	176.868	176.868	478.201
	329	1	0.004	149.969	149.969	456.955
	329	2	0.004	177.686	177.686	478.207
	330	1	0.004	152.566	152.566	458.331
	330	2	0.004	175.616	175.616	476.802
	331	1	0.004	153.83	153.83	458.267
	331	2	0.004	176.34	176.34	476.834
	332	1	0.004	156.358	156.358	458.221
	332	2	0.004	174.258	174.258	475.442
	333	1	0.004	159.585	159.585	458.193
	333	2	0.004	173.943	173.943	475.499
	334	1	0.004	163.34	163.34	458.182
	334	2	0.004	171.597	171.597	474.119
	335	1	0.004	164.025	164.025	456.768
	335	2	0.004	170.377	170.377	474.202
	336	1	0.004	167.849	167.849	456.783
	336	2	0.004	171.082	171.082	475.662
	337	1	0.004	169.025	169.025	455.383
	337	2	0.004	171.553	171.553	477.127
	338	1	0.004	173.365	173.365	455.425
	338	2	0.004	171.78	171.78	478.596
	339	1	0.004	176.088	176.088	456.866
	339	2	0.004	171.918	171.918	480.068
	340	1	0.004	179	179	458.312
	340	2	0.004	172.069	172.069	481.544
	341	1	0.004	182.189	182.189	459.761
	341	2	0.004	172.365	172.365	483.024
	342	1	0.004	185.264	185.264	461.215
	342	2	0.004	172.767	172.767	484.508
	343	1	0.004	188.308	188.308	462.673
	343	2	0.004	173.384	173.384	485.995
	344	1	0.004	191.195	191.195	464.135
	344	2	0.004	174.157	174.157	487.486
	345	1	0.004	193.66	193.66	465.601
	345	2	0.004	174.969	174.969	488.981
	346	1	0.004	195.874	195.874	467.07
	346	2	0.004	175.786	175.786	490.479
	347	1	0.004	197.786	197.786	468.544
	347	2	0.004	176.648	176.648	491.981
	348	1	0.004	199.547	199.547	470.022
	348	2	0.004	177.428	177.428	493.487
	349	1	0.004	201	201	471.503
	349	2	0.004	178.025	178.025	494.995
	350	1	0.004	202.409	202.409	472.988
	350	2	0.004	178.409	178.409	496.508
	351	1	0.004	203.711	203.711	474.478
	351	2	0.004	178.566	178.566	498.024
	352	1	0.004	204.83	204.83	475.97
	352	2	0.004	178.478	178.478	499.543
	353	1	0.004	205.692	205.692	477.467
	353	2	0.004	178.208	178.208	501.065
	354	1	0.004	206.358	206.358	478.967
	354	2	0.004	177.654	177.654	502.591
	355	1	0.004	206.736	206.736	480.471
	355	2	0.004	176.66	176.66	504.121
	356	1	0.004	206.673	206.673	481.978
	356	2	0.004	175.233	175.233	505.653
	357	1	0.004	206.126	206.126	483.489
	357	2	0.004	173.365	173.365	507.189
	358	1	0.004	205.157	205.157	485.004
	358	2	0.004	170.975	170.975	508.728
	359	1	0.004	203.742	203.742	486.522
	359	2	0.004	168.088	168.088	510.27
	360	1	0.004	201.748	201.748	488.044
	360	2	0.004	164.73	164.73	511.816
	361	1	0.004	199.233	199.233	489.569
	361	2	0.004	161.082	161.082	513.364
	362	1	0.004	196.182	196.182	491.097
	362	2	0.004	157.126	157.126	514.916
	363	1	0.004	192.704	192.704	492.629
	363	2	0.004	152.912	152.912	516.47
	364	1	0.004	188.799	188.799	494.164
	364	2	0.004	148.553	148.553	518.028
	365	1	0.004	184.453	184.453	495.702
	365	2	0.004	144.138	144.138	519.589
	366	1	0.004	179.704	179.704	497.244
	366	2	0.004	139.774	139.774	521.153
	367	1	0.004	174.704	174.704	498.789
	367	2	0.004	135.44	135.44	522.72
	368	1	0.004	169.597	169.597	500.337
	368	2	0.004	131.314	131.314	524.289
	369	1	0.004	164.503	164.503	501.889
	369	2	0.004	127.585	127.585	525.862
	370	1	0.004	159.604	159.604	503.443
	370	2	0.004	124.214	124.214	527.438
	371	1	0.004	155.138	155.138	505.001
	371	2	0.004	121.384	121.384	529.016
	372	1	0.004	151	151	506.562
	372	2	0.004	119.082	119.082	530.597
	373	1	0.004	147.151	147.151	508.125
	373	2	0.004	117.358	117.358	532.181
	374	1	0.004	143.535	143.535	509.692
	374	2	0.004	116.025	116.025	533.768
	375	1	0.004	140.006	140.006	511.262
	375	2	0.004	115.006	115.006	535.358
	376	1	0.004	136.579	136.579	512.835
	376	2	0.004	114.27	114.27	536.95
	377	1	0.004	133.289	133.289	514.411
	377	2	0.004	113.698	113.698	538.545
	378	1	0.004	130.17	130.17	515.99
	378	2	0.004	113.201	113.201	540.143
	379	1	0.004	127.428	127.428	517.572
	379	2	0.004	112.742	112.742	541.744
	380	1	0.004	124.943	124.943	519.156
	380	2	0.004	112.352	112.352	543.347
	381	1	0.004	69.333	69.333	690.364
	381	2	0.004	112.088	112.088	544.952
	382	1	0.004	70.925	70.925	690.739
	382	2	0.004	111.969	111.969	546.561
	383	1	0.004	70.302	70.302	692.331
	383	2	0.004	111.943	111.943	548.172
	384	1	0.004	69.61	69.61	693.926
	384	2	0.004	112.302	112.302	549.785
	385	1	0.004	68.912	68.912	695.523
	385	2	0.004	112.868	112.868	551.401
	386	1	0.004	68.138	68.138	697.122
	386	2	0.004	113.579	113.579	553.02
	387	1	0.004	69.258	69.258	697.528
	387	2	0.004	114.283	114.283	554.641
	388	1	0.004	67.981	67.981	699.134
	388	2	0.004	114.931	114.931	556.264
	389	1	0.004	69.541	69.541	699.555
	389	2	0.004	115.522	115.522	557.89
	390	1	0.004	67.767	67.767	701.168
	390	2	0.004	115.975	115.975	559.518
	391	1	0.004	65.818	65.818	702.782
	391	2	0.004	116.258	116.258	561.149
	392	1	0.004	63.774	63.774	704.399
	392	2	0.004	116.34	116.34	562.782
	393	1	0.004	61.774	61.774	706.018
	393	2	0.004	75.811	75.811	726.464
	394	1	0.004	63.528	63.528	706.469
	394	2	0.004	77.503	77.503	726.953
	395	1	0.004	61.994	61.994	708.094
	395	2	0.004	76.623	76.623	728.593
	396	1	0.004	60.874	60.874	709.721
	396	2	0.004	78.547	78.547	729.097
	397	1	0.004	60.22	60.22	711.35
	397	2	0.005	77.459	77.459	730.743
	398	1	0.004	65.082	65.082	711.827
	398	2	0.005	76.484	76.484	732.391
	399	1	0.004	65.044	65.044	713.462
	399	2	0.005	79.742	79.742	732.914
	400	1	0.004	72.723	72.723	713.954
	400	2	0.005	79.006	79.006	734.568
	401	1	0.004	72.799	72.799	715.595
	401	2	0.005	78.296	78.296	736.224
	402	1	0.004	73.038	73.038	717.239
	402	2	0.005	77.635	77.635	737.882
	403	1	0.004	82.799	82.799	717.75
	403	2	0.005	83.233	83.233	738.428
	404	1	0.004	82.912	82.912	719.4
	404	2	0.005	82.629	82.629	740.091
	405	1	0.004	83.22	83.22	721.051
	405	2	0.005	90.019	90.019	740.652
	406	1	0.004	83.975	83.975	722.705
	406	2	0.005	89.107	89.107	742.321
	407	1	0.004	95.623	95.623	723.24
	407	2	0.005	88.088	88.088	743.992
	408	1	0.004	96.748	96.748	724.899
	408	2	0.005	87.094	87.094	745.664
	409	1	0.004	109.906	109.906	725.449
	409	2	0.005	86.151	86.151	747.339
	410	1	0.004	111.214	111.214	727.114
	410	2	0.005	93.717	93.717	747.926
	411	1	0.004	112.748	112.748	728.781
	411	2	0.005	92.308	92.308	749.606
	412	1	0.005	114.371	114.371	730.45
	412	2	0.005	100.421	100.421	750.207
	413	1	0.005	115.887	115.887	732.12
	413	2	0.005	98.78	98.78	751.892
	414	1	0.005	127.151	127.151	732.697
	414	2	0.005	97.528	97.528	753.579
	415	1	0.005	127.27	127.27	734.373
	415	2	0.005	105.969	105.969	754.198
	416	1	0.005	136.333	136.333	734.965
	416	2	0.005	105.201	105.201	755.891
	417	1	0.005	134.956	134.956	736.647
	417	2	0.005	105.063	105.063	757.585
	418	1	0.005	133.308	133.308	738.33
	418	2	0.005	114.063	114.063	758.222
	419	1	0.005	138.509	138.509	738.941
	419	2	0.005	114.522	114.522	759.921
	420	1	0.005	135.698	135.698	740.63
	420	2	0.005	123.528	123.528	760.572
	421	1	0.005	132.887	132.887	742.32
	421	2	0.005	124.164	124.164	762.276
	422	1	0.005	134.994	134.994	742.949
	422	2	0.005	132.069	132.069	762.941
	423	1	0.005	131.497	131.497	744.645
	423	2	0.005	132.509	132.509	764.651
	424	1	0.005	132.063	132.063	745.288
	424	2	0.005	138.774	138.774	765.329
	425	1	0.005	128.308	128.308	746.989
	425	2	0.005	143.686	143.686	766.017
	426	1	0.005	127.925	127.925	747.646
	426	2	0.005	142.937	142.937	767.736
	427	1	0.005	131.428	131.428	746.604
	427	2	0.005	146.208	146.208	768.437
	428	1	0.005	134.912	134.912	745.566
	428	2	0.005	148.34	148.34	769.149
	429	1	0.005	138.384	138.384	744.532
	429	2	0.005	146.283	146.283	770.876
	430	1	0.005	141.686	141.686	743.501
	430	2	0.005	149.264	149.264	769.87
	431	1	0.005	144.66	144.66	742.475
	431	2	0.005	151.994	151.994	768.868
	432	1	0.005	147.182	147.182	741.453
	432	2	0.005	154.314	154.314	767.87
	433	1	0.005	149.308	149.308	740.435
	433	2	0.005	156.107	156.107	766.876
	434	1	0.005	151.088	151.088	739.42
	434	2	0.005	157.34	157.34	765.886
	435	1	0.005	152.591	152.591	738.41
	435	2	0.005	157.969	157.969	764.9
	436	1	0.005	153.981	153.981	737.404
	436	2	0.005	158.057	158.057	763.918
	437	1	0.005	155.283	155.283	736.402
	437	2	0.005	157.648	157.648	762.94
	438	1	0.005	156.648	156.648	735.403
	438	2	0.005	156.893	156.893	761.965
	439	1	0.005	158.119	158.119	734.409
	439	2	0.005	155.906	155.906	760.995
	440	1	0.005	159.711	159.711	733.42
	440	2	0.005	154.994	154.994	760.029
	441	1	0.005	161.497	161.497	732.434
	441	2	0.005	154.226	154.226	759.067
	442	1	0.005	163.503	163.503	731.452
	442	2	0.005	153.553	153.553	758.109
	443	1	0.005	165.566	165.566	730.475
	443	2	0.005	153.226	153.226	757.155
	444	1	0.005	166.792	166.792	731.25
	444	2	0.005	153.176	153.176	756.205
	445	1	0.005	165.616	165.616	733.001
	445	2	0.005	153.333	153.333	755.259
	446	1	0.005	164.145	164.145	734.752
	446	2	0.005	153.516	153.516	754.317
	447	1	0.005	162.535	162.535	736.505
	447	2	0.005	151.56	151.56	755.148
	448	1	0.005	160.717	160.717	738.259
	448	2	0.005	149.459	149.459	756.917
	449	1	0.005	158.836	158.836	740.014
	449	2	0.005	147.686	147.686	758.688
	450	1	0.005	156.881	156.881	741.771
	450	2	0.005	146.289	146.289	760.46
	451	1	0.005	154.881	154.881	743.529
	451	2	0.005	145.321	145.321	762.233
	452	1	0.005	152.95	152.95	745.288
	452	2	0.005	144.667	144.667	764.006
	453	1	0.005	151.057	151.057	747.048
	453	2	0.005	144.277	144.277	765.782
	454	1	0.005	149.346	149.346	748.809
	454	2	0.005	144.119	144.119	767.558
	455	1	0.005	147.962	147.962	750.572
	455	2	0.005	144.208	144.208	769.335
	456	1	0.005	146.899	146.899	752.336
	456	2	0.005	144.497	144.497	771.113
	457	1	0.005	146.352	146.352	754.101
	457	2	0.005	144.962	144.962	772.893
	458	1	0.005	146.352	146.352	755.867
	458	2	0.005	145.648	145.648	774.674
	459	1	0.005	147.113	147.113	757.634
	459	2	0.005	146.585	146.585	776.455
	460	1	0.005	148.547	148.547	759.403
	460	2	0.005	147.862	147.862	778.238
	461	1	0.005	150.654	150.654	761.172
	461	2	0.005	149.409	149.409	780.022
	462	1	0.005	153.214	153.214	762.943
	462	2	0.005	151.157	151.157	781.806
	463	1	0.005	156.119	156.119	764.715
	463	2	0.005	153.201	153.201	783.592
	464	1	0.005	159.031	159.031	766.488
	464	2	0.005	155.333	155.333	785.379
	465	1	0.005	161.931	161.931	768.262
	465	2	0.005	157.245	157.245	787.167
	466	1	0.005	164.579	164.579	770.037
	466	2	0.005	158.987	158.987	788.956
	467	1	0.005	172.403	172.403	770.898
	467	2	0.005	160.314	160.314	790.746
	468	1	0.005	173.943	173.943	772.677
	468	2	0.005	166.862	166.862	791.649
	469	1	0.005	174.679	174.679	774.458
	469	2	0.005	167.013	167.013	793.443
	470	1	0.005	174.629	174.629	776.24
	470	2	0.005	166.547	166.547	795.238
	471	1	0.005	173.969	173.969	778.022
	471	2	0.005	170.006	170.006	796.157
	472	1	0.005	177.17	177.17	778.905
	472	2	0.005	168.484	168.484	797.956
	473	1	0.005	175.05	175.05	780.692
	473	2	0.005	170.22	170.22	798.886
	474	1	0.005	175.95	175.95	781.586
	474	2	0.005	171.189	171.189	799.826
	475	1	0.005	172.887	172.887	783.377
	475	2	0.005	171.805	171.805	800.774
	476	1	0.005	172.239	172.239	784.284
	476	2	0.005	172.453	172.453	801.731
	477	1	0.005	170.629	170.629	785.2
	477	2	0.005	173.308	173.308	802.697
	478	1	0.005	168.151	168.151	786.126
	478	2	0.005	174.604	174.604	803.672
	479	1	0.005	165.101	165.101	787.06
	479	2	0.005	172.755	172.755	805.489
	480	1	0.005	164.95	164.95	786.197
	480	2	0.005	174.698	174.698	806.475
	481	1	0.005	161.151	161.151	787.147
	481	2	0.005	177.176	177.176	807.47
	482	1	0.005	157.956	157.956	788.105
	482	2	0.005	175.352	175.352	809.293
	483	1	0.005	157.528	157.528	787.259
	483	2	0.005	178.447	178.447	810.3
	484	1	0.005	155.925	155.925	788.233
	484	2	0.005	177.038	177.038	812.126
	485	1	0.005	156.258	156.258	787.397
	485	2	0.005	180.157	180.157	813.144
	486	1	0.005	156.704	156.704	788.385
	486	2	0.005	178.56	178.56	814.974
	487	1	0.005	157.887	157.887	787.56
	487	2	0.005	180.403	180.403	816.003
	488	1	0.005	159.453	159.453	788.563
	488	2	0.005	180.585	180.585	817.04
	489	1	0.005	161.283	161.283	789.576
	489	2	0.005	177.484	177.484	818.876
	490	1	0.005	162.799	162.799	788.767
	490	2	0.005	174.78	174.78	819.924
	491	1	0.005	164.321	164.321	787.962
	491	2	0.005	170.082	170.082	820.981
	492	1	0.005	165.403	165.403	788.996
	492	2	0.005	163.83	163.83	822.046
	493	1	0.005	165.667	165.667	790.038
	493	2	0.005	157.138	157.138	823.119
	494	1	0.005	164.635	164.635	791.875
	494	2	0.005	153.201	153.201	824.966
	495	1	0.005	163.264	163.264	793.714
	495	2	0.005	148.264	148.264	826.05
	496	1	0.005	161.629	161.629	795.553
	496	2	0.005	146.333	146.333	827.9
	497	1	0.005	159.811	159.811	797.393
	497	2	0.005	145.22	145.22	829.751
	498	1	0.005	158.031	158.031	799.233
	498	2	0.005	144.962	144.962	831.602
	499	1	0.005	156.075	156.075	801.075
	499	2	0.005	145.528	145.528	833.454
	500	1	0.005	154.189	154.189	802.917
	500	2	0.005	146.761	146.761	835.306
	501	1	0.005	152.384	152.384	804.76
	501	2	0.005	148.541	148.541	837.16
	502	1	0.005	150.704	150.704	806.604
	502	2	0.005	150.717	150.717	839.014
	503	1	0.005	149.226	149.226	808.448
	503	2	0.005	153.289	153.289	840.868
	504	1	0.005	148.013	148.013	810.293
	504	2	0.005	161.239	161.239	841.979
	505	1	0.005	147.233	147.233	812.139
	505	2	0.005	170.736	170.736	843.099
	506	1	0.005	146.962	146.962	815.833
	506	2	0.006	187.604	187.604	843.497
	507	1	0.005	147.585	147.585	817.681
	507	2	0.006	197.629	197.629	844.638
	508	1	0.006	148.692	148.692	819.53
	508	2	0.006	206.415	206.415	845.787
	509	1	0.006	150.277	150.277	821.379
	509	2	0.006	213.642	213.642	846.943
	510	1	0.006	157.245	157.245	822.473
	510	2	0.006	218.962	218.962	848.108
	511	1	0.006	159.528	159.528	824.326
	511	2	0.006	222.226	222.226	847.406
	512	1	0.006	168.283	168.283	825.43
	512	2	0.006	224.497	224.497	848.584
	513	1	0.006	177.836	177.836	826.542
	513	2	0.006	224.868	224.868	849.77
	514	1	0.006	187.572	187.572	827.663
	514	2	0.006	224.786	224.786	849.084
	515	1	0.006	197.075	197.075	828.792
	515	2	0.006	222.742	222.742	850.283
	516	1	0.006	204.774	204.774	828.065
	516	2	0.006	220.962	220.962	849.607
	517	1	0.006	212.742	212.742	829.207
	517	2	0.006	217.717	217.717	850.82
	518	1	0.006	219.057	219.057	830.358
	518	2	0.006	214.792	214.792	850.153
	519	1	0.006	223.113	223.113	831.517
	519	2	0.006	211.541	211.541	851.379
	520	1	0.006	224.673	224.673	832.684
	520	2	0.006	208.906	208.906	852.613
	521	1	0.006	227.031	227.031	831.984
	521	2	0.006	205.748	205.748	851.962
	522	1	0.006	225.176	225.176	833.165
	522	2	0.006	204.069	204.069	853.208
	523	1	0.006	221.541	221.541	834.353
	523	2	0.006	200.836	200.836	852.567
	524	1	0.006	220.541	220.541	833.669
	524	2	0.006	200.113	200.113	853.827
	525	1	0.006	215.151	215.151	834.871
	525	2	0.006	196.887	196.887	853.196
	526	1	0.006	212.799	212.799	834.197
	526	2	0.006	196.585	196.585	854.469
	527	1	0.006	207.327	207.327	835.413
	527	2	0.006	196.472	196.472	855.75
	528	1	0.006	204.509	204.509	834.749
	528	2	0.006	196.371	196.371	857.037
	529	1	0.006	200	200	835.978
	529	2	0.006	193.61	193.61	856.427
	530	1	0.006	196.73	196.73	837.215
	530	2	0.006	193.95	193.95	857.728
	531	1	0.006	194.667	194.667	836.567
	531	2	0.006	191.428	191.428	857.128
	532	1	0.006	192.572	192.572	835.923
	532	2	0.006	193.119	193.119	858.442
	533	1	0.006	190.396	190.396	835.283
	533	2	0.006	196.101	196.101	859.763
	534	1	0.006	188.314	188.314	834.648
	534	2	0.006	200.503	200.503	861.091
	535	1	0.006	186.126	186.126	834.017
	535	2	0.006	206.434	206.434	862.427
	536	1	0.006	184.044	184.044	833.39
	536	2	0.006	206.686	206.686	861.853
	537	1	0.006	184.799	184.799	834.669
	537	2	0.006	214.157	214.157	863.201
	538	1	0.006	187.667	187.667	836.571
	538	2	0.006	221.906	221.906	864.557
	539	1	0.006	190.761	190.761	838.474
	539	2	0.006	229.642	229.642	865.919
	540	1	0.006	194.145	194.145	840.377
	540	2	0.006	230.553	230.553	865.366
	541	1	0.006	197.755	197.755	841.669
	541	2	0.006	237.73	237.73	866.741
	542	1	0.006	198.138	198.138	841.063
	542	2	0.006	244.182	244.182	868.123
	543	1	0.006	203.868	203.868	842.368
	543	2	0.006	244.327	244.327	867.585
	544	1	0.006	204.887	204.887	841.771
	544	2	0.006	249.616	249.616	868.98
	545	1	0.006	212.182	212.182	843.09
	545	2	0.006	253.792	253.792	870.382
	546	1	0.006	219.943	219.943	844.416
	546	2	0.006	256.836	256.836	871.79
	547	1	0.006	227.447	227.447	845.75
	547	2	0.006	256.667	256.667	871.273
	548	1	0.006	234.019	234.019	847.09
	548	2	0.006	259.12	259.12	872.694
	549	1	0.006	233.824	233.824	846.521
	549	2	0.006	259.541	259.541	872.186
	550	1	0.006	238.195	238.195	847.874
	550	2	0.006	261.912	261.912	873.62
	551	1	0.006	241.358	241.358	849.235
	551	2	0.006	263.88	263.88	875.059
	552	1	0.006	243.541	243.541	850.604
	552	2	0.006	265.629	265.629	874.567
	553	1	0.006	240.434	240.434	850.055
	553	2	0.006	267.956	267.956	876.019
	554	1	0.006	241.994	241.994	851.436
	554	2	0.006	270.396	270.396	875.536
	555	1	0.006	243.786	243.786	852.824
	555	2	0.006	272.585	272.585	877
	556	1	0.006	240.572	240.572	852.291
	556	2	0.006	274.994	274.994	876.527
	557	1	0.006	242.987	242.987	853.692
	557	2	0.006	277.352	277.352	876.058
	558	1	0.006	246.069	246.069	855.1
	558	2	0.006	279.591	279.591	875.594
	559	1	0.006	249.579	249.579	856.515
	559	2	0.006	281.616	281.616	875.134
	560	1	0.006	249.654	249.654	856.003
	560	2	0.006	283.403	283.403	874.678
	561	1	0.006	255.258	255.258	857.43
	561	2	0.006	284.981	284.981	874.227
	562	1	0.006	257.604	257.604	856.928
	562	2	0.006	286.283	286.283	873.779
	563	1	0.006	265.34	265.34	858.368
	563	2	0.006	287.283	287.283	873.337
	564	1	0.006	273.585	273.585	859.815
	564	2	0.006	287.403	287.403	874.85
	565	1	0.006	279.057	279.057	859.328
	565	2	0.006	286.107	286.107	876.802
	566	1	0.006	287.874	287.874	860.787
	566	2	0.006	284.038	284.038	878.755
	567	1	0.006	294.013	294.013	860.31
	567	2	0.006	281.164	281.164	880.707
	568	1	0.006	301.73	301.73	861.781
	568	2	0.006	277.371	277.371	882.66
	569	1	0.006	307.145	307.145	861.314
	569	2	0.006	274.943	274.943	884.185
	570	1	0.006	312.151	312.151	862.798
	570	2	0.006	277.629	277.629	883.761
	571	1	0.006	314.528	314.528	864.288
	571	2	0.006	276.138	276.138	885.297
	572	1	0.006	318.031	318.031	863.836
	572	2	0.006	280.296	280.296	884.883
	573	1	0.006	317.176	317.176	865.338
	573	2	0.006	279.824	279.824	886.431
	574	1	0.006	318.994	318.994	864.896
	574	2	0.006	285.56	285.56	886.026
	575	1	0.006	315.333	315.333	866.41
	575	2	0.006	285.497	285.497	887.585
	576	1	0.006	315.843	315.843	865.978
	576	2	0.006	284.428	284.428	889.151
	577	1	0.006	310.289	310.289	867.504
	577	2	0.006	282.075	282.075	890.723
	578	1	0.006	303.667	303.667	869.037
	578	2	0.006	289.189	289.189	890.338
	579	1	0.006	303.748	303.748	868.62
	579	2	0.006	285.17	285.17	891.922
	580	1	0.006	297.113	297.113	870.165
	580	2	0.006	292.27	292.27	891.546
	581	1	0.006	297.925	297.925	869.757
	581	2	0.006	286.472	286.472	893.141
	582	1	0.006	291.591	291.591	871.314
	582	2	0.006	279.214	279.214	894.741
	583	1	0.006	293.107	293.107	870.916
	583	2	0.006	285.465	285.465	894.381
	584	1	0.006	287.025	287.025	872.484
	584	2	0.006	291.352	291.352	894.024
	585	1	0.006	280.421	280.421	874.058
	585	2	0.006	282.201	282.201	895.641
	586	1	0.006	273.189	273.189	875.639
	586	2	0.006	287.346	287.346	895.294
	587	1	0.006	275.667	275.667	875.261
	587	2	0.006	277.164	277.164	896.922
	588	1	0.006	267.95	267.95	876.854
	588	2	0.006	281.704	281.704	896.585
	589	1	0.006	270.56	270.56	876.486
	589	2	0.006	271.78	271.78	898.224
	590	1	0.006	262.352	262.352	878.09
	590	2	0.006	276.352	276.352	897.895
	591	1	0.006	253.66	253.66	879.699
	591	2	0.006	267.616	267.616	899.545
	592	1	0.006	256.522	256.522	879.346
	592	2	0.006	272.899	272.899	899.227
	593	1	0.006	259.415	259.415	878.998
	593	2	0.006	278.239	278.239	898.912
	594	1	0.006	250.843	250.843	880.624
	594	2	0.006	271.843	271.843	900.578
	595	1	0.006	253.881	253.881	880.285
	595	2	0.006	277.95	277.95	900.273
	596	1	0.006	245.44	245.44	881.923
	596	2	0.006	272.302	272.302	901.95
	597	1	0.006	248.767	248.767	881.593
	597	2	0.006	278.761	278.761	901.654
	598	1	0.006	240.818	240.818	883.242
	598	2	0.006	272.843	272.843	903.341
	599	1	0.006	244.314	244.314	882.922
	599	2	0.006	279.107	279.107	903.055
	600	1	0.006	236.868	236.868	884.582
	600	2	0.006	285.145	285.145	902.773
	601	1	0.006	240.528	240.528	884.272
	601	2	0.006	290.994	290.994	902.495
	602	1	0.006	244.27	244.27	883.966
	602	2	0.006	283.044	283.044	904.203
	603	1	0.006	237.164	237.164	885.642
	603	2	0.006	288.289	288.289	903.934
	604	1	0.006	241.107	241.107	885.345
	604	2	0.006	293.239	293.239	903.67
	605	1	0.006	234.075	234.075	887.032
	605	2	0.006	297.918	297.918	903.41
	606	1	0.006	237.899	237.899	886.745
	606	2	0.006	287.371	287.371	905.139
	607	1	0.006	231.05	231.05	888.443
	607	2	0.006	291.409	291.409	904.888
	608	1	0.006	234.818	234.818	888.165
	608	2	0.006	295.17	295.17	904.642
	609	1	0.006	238.654	238.654	887.892
	609	2	0.006	298.83	298.83	904.4
	610	1	0.006	242.503	242.503	887.624
	610	2	0.006	286.736	286.736	906.148
	611	1	0.006	235.686	235.686	889.342
	611	2	0.006	290.296	290.296	905.916
	612	1	0.006	239.497	239.497	889.083
	612	2	0.006	293.868	293.868	905.687
	613	1	0.006	243.478	243.478	888.828
	613	2	0.006	297.591	297.591	905.464
	614	1	0.006	247.491	247.491	888.578
	614	2	0.006	301.289	301.289	905.244
	615	1	0.006	240.893	240.893	890.317
	615	2	0.006	305.113	305.113	905.029
	616	1	0.006	244.912	244.912	890.076
	616	2	0.006	309.044	309.044	904.818
	617	1	0.006	249.094	249.094	889.839
	617	2	0.006	312.931	312.931	904.611
	618	1	0.006	253.409	253.409	889.607
	618	2	0.006	316.874	316.874	904.409
	619	1	0.006	246.623	246.623	891.367
	619	2	0.006	320.692	320.692	904.212
	620	1	0.006	251.019	251.019	891.144
	620	2	0.006	324.296	324.296	904.018
